ID,SEX,EDUCATION,MARRIAGE,AGE,LIMIT_BAL,default
100870,2,2,1,44,150000,1
100871,1,1,2,33,350000,0
100872,1,6,1,66,360000,0
100873,2,2,2,40,150000,0
100874,1,3,2,47,100000,0
100875,1,1,2,27,500000,0
100876,2,3,1,47,180000,0
100877,2,3,1,39,400000,0
100878,2,2,2,29,100000,0
100879,1,2,1,32,10000,0
100880,2,1,2,30,60000,0
100881,2,1,2,25,50000,1
100882,2,2,2,23,80000,0
100883,2,2,1,41,410000,1
100884,2,2,1,40,260000,0
100885,2,3,1,35,30000,0
100886,2,1,2,28,310000,0
100887,2,2,2,38,70000,0
100888,1,1,2,31,250000,0
100889,1,2,1,41,360000,1
100890,1,2,2,31,50000,0
100891,1,1,2,29,670000,0
100892,1,1,1,42,170000,0
100893,1,3,2,29,30000,0
100894,1,1,1,50,110000,0
100895,2,3,2,46,210000,1
100896,2,2,2,24,30000,1
100897,2,2,1,46,260000,0
100898,2,3,2,28,150000,0
100899,2,2,1,35,20000,1
100900,2,1,1,40,380000,0
100901,2,1,1,41,200000,0
100902,2,2,1,47,120000,0
100903,2,2,2,33,30000,0
100904,1,2,2,29,110000,0
100905,2,3,1,44,50000,0
100906,2,2,1,24,90000,0
100907,1,1,2,33,110000,0
100908,1,3,1,54,50000,0
100909,1,1,2,27,60000,0
100910,2,2,2,37,150000,1
100911,1,1,2,24,20000,0
100912,2,2,1,34,120000,0
100913,2,2,2,40,200000,1
100914,1,2,2,30,20000,1
100915,1,2,2,26,50000,0
100916,2,2,1,41,200000,0
100917,2,2,2,29,100000,0
100918,1,1,1,38,300000,0
100919,2,1,2,35,500000,0
100920,2,2,1,52,360000,0
100921,2,1,2,29,160000,0
100922,1,1,1,44,270000,0
100923,2,2,1,36,50000,0
100924,2,2,2,31,60000,0
100925,1,2,2,31,50000,0
100926,1,2,1,41,50000,0
100927,2,3,1,44,130000,0
100928,2,3,2,47,230000,0
100929,2,1,2,25,30000,0
100930,2,1,1,39,200000,0
100931,2,2,1,24,140000,0
100932,2,2,1,35,100000,1
100933,1,2,1,32,240000,1
100934,2,1,2,31,70000,1
100935,2,1,2,30,140000,0
100936,2,2,1,36,210000,0
100937,1,1,2,30,280000,0
100938,2,2,2,42,180000,1
100939,2,1,2,30,150000,0
100940,1,3,1,47,20000,0
100941,2,2,1,29,350000,0
100942,2,1,2,23,130000,0
100943,1,3,1,39,470000,0
100944,2,2,1,48,340000,0
100945,1,2,2,26,80000,0
100946,1,1,2,33,70000,0
100947,2,2,1,44,230000,0
100948,2,2,1,36,180000,0
100949,1,2,2,24,20000,0
100950,2,2,2,25,140000,0
100951,1,1,2,52,200000,0
100952,2,3,1,59,50000,0
100953,2,1,2,23,80000,0
100954,2,3,2,48,30000,0
100955,2,1,2,28,140000,1
100956,2,3,1,38,220000,0
100957,2,1,2,32,180000,0
100958,2,2,1,29,140000,1
100959,2,2,2,35,50000,0
100960,1,2,2,38,50000,0
100961,1,2,2,24,50000,0
100962,1,2,1,29,300000,0
100963,2,1,2,27,390000,0
100964,2,2,1,55,90000,1
100965,2,1,2,29,200000,0
100966,1,1,2,29,460000,0
100967,1,2,2,23,10000,0
100968,1,2,1,30,20000,1
100969,2,2,1,50,50000,0
100970,2,2,1,38,480000,0
100971,2,1,2,24,180000,0
100972,2,1,2,29,240000,0
100973,1,1,2,38,250000,0
100974,2,2,2,34,270000,1
100975,1,1,1,37,200000,0
100976,2,3,1,66,100000,0
100977,2,1,1,39,160000,0
100978,1,2,1,44,130000,0
100979,2,3,2,44,340000,1
100980,1,1,1,36,360000,0
100981,2,3,1,40,120000,0
100982,1,1,2,29,120000,0
100983,2,1,2,48,300000,0
100984,2,2,2,23,60000,0
100985,2,2,1,29,210000,1
100986,1,2,1,33,200000,0
100987,2,2,1,51,230000,1
100988,2,1,1,37,210000,0
100989,2,3,2,26,160000,0
100990,2,1,1,30,290000,1
100991,2,3,1,26,80000,0
100992,1,1,2,43,360000,0
100993,2,1,1,30,340000,0
100994,2,1,2,22,50000,0
100995,1,2,2,38,80000,0
100996,2,2,2,24,50000,0
100997,2,1,2,24,30000,0
100998,1,1,2,26,210000,0
100999,1,2,2,21,20000,0
101000,2,3,1,41,240000,0
101001,2,2,1,50,500000,0
101002,2,2,1,23,90000,1
101003,1,3,2,46,50000,0
101004,1,1,2,37,680000,0
101005,1,1,1,47,50000,0
101006,2,1,2,30,280000,0
101007,1,2,2,54,30000,1
101008,1,1,1,33,60000,0
101009,1,2,1,57,120000,1
101010,2,2,1,35,80000,0
101011,2,3,1,32,70000,0
101012,2,2,1,45,160000,0
101013,2,3,1,50,100000,1
101014,1,3,2,35,10000,0
101015,1,1,1,39,170000,1
101016,2,2,2,35,90000,0
101017,2,3,2,42,180000,0
101018,1,2,2,35,270000,0
101019,2,1,2,29,200000,1
101020,2,1,2,22,20000,0
101021,1,2,2,30,100000,0
101022,1,1,1,46,290000,0
101023,1,1,2,26,230000,0
101024,2,1,2,28,180000,0
101025,1,1,2,37,150000,0
101026,1,2,1,50,380000,1
101027,1,2,1,44,50000,0
101028,2,3,1,43,150000,1
101029,1,2,2,29,220000,0
101030,2,2,1,32,220000,0
101031,2,2,2,34,70000,0
101032,1,2,2,37,120000,1
101033,2,2,2,32,180000,0
101034,2,3,1,57,50000,0
101035,2,2,3,46,10000,0
101036,2,1,1,53,370000,0
101037,2,1,2,26,20000,0
101038,1,2,1,34,150000,0
101039,1,1,2,26,20000,1
101040,2,2,1,54,480000,0
101041,1,3,2,26,50000,0
101042,1,2,2,31,170000,0
101043,2,2,2,30,400000,0
101044,2,1,2,31,200000,0
101045,1,1,2,34,360000,0
101046,2,5,2,36,140000,0
101047,2,2,1,29,230000,0
101048,2,2,2,24,210000,0
101049,2,3,1,53,20000,0
101050,1,2,2,41,300000,0
101051,2,1,2,30,320000,0
101052,1,2,2,29,50000,0
101053,2,2,1,34,200000,0
101054,2,1,2,29,80000,1
101055,1,2,1,37,70000,1
101056,1,3,2,36,60000,0
101057,2,3,2,22,10000,1
101058,1,2,2,26,140000,1
101059,1,2,2,25,30000,0
101060,1,2,1,49,190000,0
101061,2,1,2,23,70000,0
101062,2,2,2,24,110000,0
101063,1,3,1,47,270000,0
101064,1,2,1,31,160000,1
101065,1,2,2,24,20000,0
101066,1,2,2,32,320000,0
101067,1,1,2,31,430000,0
101068,2,1,1,37,50000,0
101069,1,2,1,48,140000,1
101070,1,2,1,49,500000,0
101071,1,3,1,45,80000,0
101072,2,1,1,34,390000,0
101073,2,1,1,43,250000,0
101074,2,1,2,31,390000,0
101075,2,1,1,35,100000,0
101076,2,1,1,42,360000,0
101077,1,1,2,36,140000,0
101078,1,2,1,51,110000,0
101079,1,3,1,48,170000,0
101080,2,2,2,25,180000,0
101081,1,2,1,41,140000,0
101082,2,2,1,49,20000,0
101083,1,1,2,28,150000,0
101084,2,2,2,28,50000,0
101085,2,2,1,38,160000,1
101086,1,2,1,41,80000,0
101087,2,3,2,29,300000,1
101088,2,1,2,31,290000,0
101089,2,1,2,23,80000,0
101090,2,3,2,49,200000,0
101091,2,1,1,34,200000,0
101092,2,1,2,22,50000,1
101093,2,2,2,26,20000,0
101094,1,1,1,38,200000,1
101095,2,1,2,35,120000,0
101096,2,2,1,49,220000,0
101097,2,1,2,34,300000,0
101098,2,2,2,49,10000,1
101099,2,1,1,39,280000,1
101100,2,3,1,28,30000,0
101101,2,3,1,38,70000,0
101102,1,2,2,29,80000,0
101103,2,2,1,22,20000,1
101104,2,2,2,32,470000,0
101105,2,2,2,30,240000,0
101106,2,1,2,29,140000,0
101107,2,1,2,25,150000,0
101108,1,1,1,46,120000,0
101109,2,2,1,47,20000,0
101110,2,4,2,42,260000,0
101111,1,3,2,22,50000,1
101112,2,2,2,27,180000,0
101113,2,5,1,35,310000,0
101114,1,2,1,44,360000,0
101115,2,2,2,30,180000,0
101116,2,1,1,42,270000,0
101117,1,1,2,28,70000,0
101118,2,3,2,50,30000,0
101119,2,2,1,54,50000,0
101120,1,2,1,37,350000,0
101121,1,1,1,58,200000,0
101122,1,3,2,26,80000,0
101123,1,1,1,52,30000,0
101124,2,1,2,27,300000,0
101125,1,1,2,39,500000,0
101126,2,2,1,39,20000,0
101127,1,1,1,39,220000,0
101128,1,2,1,37,60000,1
101129,2,1,2,30,170000,0
101130,2,2,1,26,200000,0
101131,2,3,2,23,140000,0
101132,2,2,2,24,180000,1
101133,2,2,1,35,360000,0
101134,1,3,1,51,20000,0
101135,2,1,2,23,50000,0
101136,2,2,1,25,100000,0
101137,1,2,1,36,30000,0
101138,2,2,1,44,70000,1
101139,1,1,2,33,470000,0
101140,2,1,1,36,300000,0
101141,2,1,1,45,300000,1
101142,2,1,2,26,200000,0
101143,2,2,1,41,150000,0
101144,2,2,2,25,220000,1
101145,1,1,2,31,420000,0
101146,1,2,1,38,30000,0
101147,1,2,1,30,240000,0
101148,2,2,2,25,420000,0
101149,2,1,2,25,60000,0
101150,2,3,2,24,30000,0
101151,2,1,2,29,80000,0
101152,1,2,2,37,50000,0
101153,1,3,2,27,230000,0
101154,1,1,2,31,200000,0
101155,2,2,2,28,230000,0
101156,2,2,2,24,130000,0
101157,2,3,2,27,200000,0
101158,2,1,2,33,90000,0
101159,1,1,2,42,200000,0
101160,2,1,1,37,210000,1
101161,2,2,2,44,80000,0
101162,2,1,1,29,50000,0
101163,2,2,1,42,70000,1
101164,1,2,2,32,230000,1
101165,1,2,2,52,20000,0
101166,1,1,2,31,100000,1
101167,1,2,2,33,210000,0
101168,1,2,2,54,50000,0
101169,2,2,2,23,130000,0
101170,2,1,2,24,70000,0
101171,1,3,0,51,200000,0
101172,2,2,2,25,80000,0
101173,2,1,1,37,210000,1
101174,2,2,2,23,20000,0
101175,1,3,2,34,10000,0
101176,1,2,1,54,50000,0
101177,1,2,2,25,20000,0
101178,1,2,2,26,30000,0
101179,1,2,1,32,20000,0
101180,1,2,1,42,500000,1
101181,2,3,2,24,90000,1
101182,1,2,2,26,10000,0
101183,2,2,1,37,50000,1
101184,1,1,2,36,120000,0
101185,2,1,2,27,200000,0
101186,2,2,1,50,300000,0
101187,1,2,1,27,90000,0
101188,2,1,2,23,140000,1
101189,1,1,1,39,360000,0
101190,1,1,1,45,100000,0
101191,1,2,2,21,20000,1
101192,1,1,1,36,360000,0
101193,1,2,2,39,230000,0
101194,2,3,2,29,110000,1
101195,1,2,2,37,210000,0
101196,1,2,2,26,200000,0
101197,1,2,2,44,50000,0
101198,2,1,2,30,210000,1
101199,1,1,2,31,280000,0
101200,1,2,1,40,500000,0
101201,2,2,1,36,340000,0
101202,1,1,2,32,360000,0
101203,2,2,3,44,20000,1
101204,1,1,2,32,230000,0
101205,1,2,1,41,60000,0
101206,1,1,2,28,50000,1
101207,2,1,2,29,50000,1
101208,2,4,2,28,130000,0
101209,1,3,2,52,160000,0
101210,1,2,2,43,160000,0
101211,1,2,1,36,170000,0
101212,2,2,2,35,360000,1
101213,2,2,1,34,130000,0
101214,2,2,2,48,180000,0
101215,1,1,2,27,20000,0
101216,1,2,1,43,240000,0
101217,1,3,1,54,50000,0
101218,2,2,1,39,310000,0
101219,1,1,1,70,350000,0
101220,2,1,2,24,50000,0
101221,1,3,2,53,480000,0
101222,2,1,1,27,180000,1
101223,1,3,1,34,20000,0
101224,1,2,2,48,50000,0
101225,2,3,2,33,210000,1
101226,2,2,1,31,150000,0
101227,2,2,2,25,50000,0
101228,1,3,1,49,190000,1
101229,2,1,2,27,290000,0
101230,1,2,1,39,420000,0
101231,2,1,2,27,90000,0
101232,2,1,2,27,30000,1
101233,2,2,1,37,160000,0
101234,1,2,2,35,20000,0
101235,2,2,1,25,90000,1
101236,1,1,2,27,120000,0
101237,1,1,2,38,120000,0
101238,2,2,1,50,360000,0
101239,1,2,2,25,20000,0
101240,1,3,1,44,50000,0
101241,1,3,1,48,50000,0
101242,2,3,2,24,40000,0
101243,2,3,1,27,120000,0
101244,2,3,2,28,110000,0
101245,1,3,2,22,50000,0
101246,2,3,1,30,120000,0
101247,1,3,2,34,50000,0
101248,2,2,2,34,360000,1
101249,2,2,1,44,240000,1
101250,1,1,2,32,150000,0
101251,2,2,1,33,110000,0
101252,1,2,1,48,170000,1
101253,2,2,1,29,230000,0
101254,2,3,3,47,20000,0
101255,2,1,1,41,100000,0
101256,1,1,1,52,340000,1
101257,1,1,1,50,310000,0
101258,2,3,1,38,240000,1
101259,2,2,1,48,50000,0
101260,1,2,2,44,140000,0
101261,2,3,1,56,30000,0
101262,2,1,1,30,300000,1
101263,1,1,2,29,50000,0
101264,2,2,1,37,280000,0
101265,2,2,2,23,120000,0
101266,2,1,1,27,30000,0
101267,2,2,2,23,30000,1
101268,1,3,1,45,180000,0
101269,2,2,1,40,110000,0
101270,1,1,2,24,50000,1
101271,2,3,1,43,230000,0
101272,2,2,2,25,230000,0
101273,2,1,2,46,160000,0
101274,1,3,2,36,50000,0
101275,2,1,1,36,210000,0
101276,1,3,3,47,20000,0
101277,2,3,2,40,50000,0
101278,2,1,2,70,50000,0
101279,2,2,1,32,50000,0
101280,1,3,2,52,100000,0
101281,2,1,1,49,390000,0
101282,1,1,2,31,550000,0
101283,2,2,2,36,450000,0
101284,2,2,1,50,80000,0
101285,2,3,1,48,50000,0
101286,1,2,1,44,180000,0
101287,1,1,2,35,240000,0
101288,2,3,2,29,320000,0
101289,2,2,1,35,480000,0
101290,1,1,2,30,240000,0
101291,1,1,2,33,50000,1
101292,1,2,2,27,120000,0
101293,2,1,1,31,150000,0
101294,2,3,2,53,100000,0
101295,2,2,2,38,260000,0
101296,2,2,2,26,100000,0
101297,1,1,1,51,160000,1
101298,2,2,2,42,390000,0
101299,2,2,2,23,30000,0
101300,2,3,1,30,300000,0
101301,2,3,1,38,190000,0
101302,2,1,1,35,130000,1
101303,1,2,1,44,360000,0
101304,1,1,1,35,320000,1
101305,1,2,3,35,20000,1
101306,1,1,1,32,360000,0
101307,2,2,2,25,190000,0
101308,2,2,2,33,90000,1
101309,2,1,2,26,30000,0
101310,1,1,2,29,240000,0
101311,1,1,2,37,180000,0
101312,1,3,1,63,20000,1
101313,2,3,1,48,150000,0
101314,2,2,1,47,50000,1
101315,2,3,1,31,140000,0
101316,1,1,2,34,200000,0
101317,2,1,2,32,250000,0
101318,2,1,2,38,80000,0
101319,1,2,1,49,50000,0
101320,2,3,2,40,30000,0
101321,2,1,2,34,70000,1
101322,1,1,1,34,200000,0
101323,2,2,2,27,100000,0
101324,1,2,2,44,20000,1
101325,1,1,2,29,200000,0
101326,1,3,1,72,50000,1
101327,2,1,2,27,50000,1
101328,1,2,1,44,220000,0
101329,2,3,1,39,240000,0
101330,1,1,1,40,50000,0
101331,2,1,1,45,500000,0
101332,1,1,2,26,170000,0
101333,1,1,1,34,30000,0
101334,1,1,1,43,300000,1
101335,1,2,2,30,50000,0
101336,2,1,2,29,150000,1
101337,1,1,2,28,50000,0
101338,2,2,2,31,190000,0
101339,2,3,2,22,20000,0
101340,2,3,1,55,50000,0
101341,2,1,2,27,90000,0
101342,2,1,2,36,500000,1
101343,1,1,1,40,280000,0
101344,1,2,1,31,30000,0
101345,2,2,1,36,90000,0
101346,1,2,2,30,100000,0
101347,1,3,2,40,20000,0
101348,1,2,1,51,50000,0
101349,2,2,3,51,50000,0
101350,1,3,2,32,290000,0
101351,1,1,1,37,440000,0
101352,1,2,2,49,50000,1
101353,1,1,2,31,300000,0
101354,2,1,1,50,290000,0
101355,1,2,1,40,390000,0
101356,2,2,2,29,150000,0
101357,1,1,2,24,50000,0
101358,1,1,1,44,200000,0
101359,2,2,1,28,180000,0
101360,1,2,2,23,20000,0
101361,2,2,2,54,290000,0
101362,2,1,2,27,150000,0
101363,2,2,2,53,190000,0
101364,2,2,2,25,80000,1
101365,1,3,1,47,250000,0
101366,2,3,1,45,180000,0
101367,1,1,2,25,80000,0
101368,1,1,2,31,300000,0
101369,2,3,1,51,50000,0
101370,2,1,1,40,70000,0
101371,2,1,2,30,150000,1
101372,2,1,2,29,320000,0
101373,2,1,2,24,60000,0
101374,1,3,2,32,20000,1
101375,1,1,2,35,230000,0
101376,2,2,1,29,310000,0
101377,2,1,1,40,200000,0
101378,2,1,2,30,100000,1
101379,1,2,1,64,310000,0
101380,1,3,1,33,180000,1
101381,2,1,1,38,390000,0
101382,2,1,2,26,20000,0
101383,1,1,2,29,140000,0
101384,1,1,2,37,170000,1
101385,2,2,1,45,250000,0
101386,2,1,2,36,250000,0
101387,1,1,2,27,90000,0
101388,1,2,1,44,90000,1
101389,2,1,2,27,160000,0
101390,1,2,2,29,360000,0
101391,2,1,2,26,330000,0
101392,2,3,1,54,50000,0
101393,2,2,1,42,60000,1
101394,2,3,2,42,10000,0
101395,1,2,1,41,70000,0
101396,2,1,1,31,150000,1
101397,2,2,2,33,250000,1
101398,2,3,1,33,130000,0
101399,1,1,2,27,130000,0
101400,2,2,1,36,100000,0
101401,1,2,2,37,130000,0
101402,2,2,2,29,80000,1
101403,1,1,2,41,380000,0
101404,2,2,2,23,20000,1
101405,1,2,2,25,20000,0
101406,1,1,1,54,140000,1
101407,1,1,2,33,180000,0
101408,2,1,2,29,230000,0
101409,1,1,2,32,90000,0
101410,1,2,2,29,160000,0
101411,2,1,2,22,50000,0
101412,2,2,2,29,140000,0
101413,2,2,1,31,250000,0
101414,2,2,2,24,120000,0
101415,2,1,2,27,120000,0
101416,1,2,2,38,10000,1
101417,2,2,1,38,60000,0
101418,2,2,1,29,60000,0
101419,1,1,2,34,130000,0
101420,2,1,2,32,360000,0
101421,2,2,1,36,80000,0
101422,1,2,2,26,50000,0
101423,2,1,1,33,290000,0
101424,1,1,1,53,200000,0
101425,1,2,2,27,20000,0
101426,1,1,2,33,500000,0
101427,2,1,2,26,130000,0
101428,2,1,2,27,30000,1
101429,2,2,2,26,70000,0
101430,1,1,2,27,200000,0
101431,2,2,1,46,50000,1
101432,2,3,1,56,50000,0
101433,2,3,1,26,180000,0
101434,2,1,2,28,120000,0
101435,2,2,1,37,80000,1
101436,2,1,1,47,330000,0
101437,1,3,1,43,40000,1
101438,1,2,2,26,50000,0
101439,1,3,1,48,80000,0
101440,1,1,1,41,450000,0
101441,2,3,1,48,30000,0
101442,1,2,1,28,160000,0
101443,1,2,1,34,400000,0
101444,1,2,1,60,220000,1
101445,2,2,1,25,40000,1
101446,2,2,2,27,280000,0
101447,1,2,2,26,110000,0
101448,2,1,1,44,180000,0
101449,2,1,2,33,390000,0
101450,2,1,2,29,400000,0
101451,2,3,2,37,120000,1
101452,2,1,2,27,230000,0
101453,2,1,1,36,280000,0
101454,1,3,2,28,130000,0
101455,2,2,1,35,160000,1
101456,1,3,1,47,120000,0
101457,2,3,1,31,300000,0
101458,2,1,2,31,20000,0
101459,1,1,2,31,450000,1
101460,1,2,1,30,250000,0
101461,2,2,2,27,150000,0
101462,1,2,2,35,140000,0
101463,1,2,2,36,20000,0
101464,1,2,2,39,100000,1
101465,2,2,2,27,200000,0
101466,2,2,2,37,150000,0
101467,1,1,2,23,80000,0
101468,1,1,1,40,160000,0
101469,2,2,1,44,180000,0
101470,2,1,1,32,270000,0
101471,2,1,2,41,180000,0
101472,1,1,1,54,120000,1
101473,2,1,2,29,110000,0
101474,2,3,2,30,200000,0
101475,2,3,1,23,70000,0
101476,2,2,2,30,360000,0
101477,2,2,1,35,260000,1
101478,1,3,1,32,50000,0
101479,2,2,1,39,380000,0
101480,1,2,2,24,50000,0
101481,1,3,1,38,20000,1
101482,1,6,2,32,270000,0
101483,1,1,2,32,460000,0
101484,1,3,2,24,60000,0
101485,2,1,1,35,200000,0
101486,2,2,2,37,50000,1
101487,2,1,2,22,20000,0
101488,2,2,2,36,110000,0
101489,2,3,1,51,160000,1
101490,2,1,2,39,200000,1
101491,1,1,2,41,20000,1
101492,1,1,2,48,210000,0
101493,2,3,1,39,180000,1
101494,1,2,3,53,50000,0
101495,1,2,2,26,30000,1
101496,1,1,2,28,150000,1
101497,1,1,1,43,260000,0
101498,2,1,2,33,150000,0
101499,2,1,2,27,200000,0
101500,2,2,1,54,220000,0
101501,2,1,2,34,540000,0
101502,1,2,2,30,280000,0
101503,1,2,2,32,230000,0
101504,1,1,1,39,50000,0
101505,2,2,2,24,20000,0
101506,1,2,2,35,10000,1
101507,2,2,2,24,50000,0
101508,2,2,2,23,50000,0
101509,2,1,2,29,280000,0
101510,2,2,1,23,40000,1
101511,2,2,1,31,100000,0
101512,2,1,2,26,50000,0
101513,2,3,2,32,130000,0
101514,2,2,2,22,30000,0
101515,1,2,1,34,140000,1
101516,1,2,1,38,50000,0
101517,1,2,1,29,310000,0
101518,1,1,2,25,90000,0
101519,2,3,2,65,80000,0
101520,2,1,2,28,100000,1
101521,1,1,2,31,210000,0
101522,2,2,1,41,170000,0
101523,2,2,1,32,90000,0
101524,2,3,2,36,210000,1
101525,2,1,2,26,50000,0
101526,1,1,1,30,150000,0
101527,2,1,2,30,80000,0
101528,2,1,1,38,130000,1
101529,1,2,2,30,100000,1
101530,1,1,1,41,160000,0
101531,1,2,2,31,250000,0
101532,2,2,1,42,500000,0
101533,1,2,2,32,260000,0
101534,2,2,1,44,50000,0
101535,2,2,2,22,30000,0
101536,2,2,2,42,110000,0
101537,1,1,1,39,500000,0
101538,2,1,2,32,310000,0
101539,1,2,1,37,580000,0
101540,2,2,1,42,360000,0
101541,2,1,2,29,290000,0
101542,1,2,2,36,30000,0
101543,2,1,2,29,80000,0
101544,1,1,1,38,360000,1
101545,2,1,2,31,170000,0
101546,1,2,1,42,100000,0
101547,2,1,2,33,260000,0
101548,2,2,2,28,110000,0
101549,2,2,2,26,240000,0
101550,2,2,2,35,220000,0
101551,1,2,1,33,20000,0
101552,2,1,1,51,100000,1
101553,2,1,2,30,360000,0
101554,1,1,2,28,220000,1
101555,2,2,2,26,470000,0
101556,2,2,2,22,70000,0
101557,1,2,2,35,50000,0
101558,1,2,1,49,470000,0
101559,1,2,1,49,130000,0
101560,2,1,2,24,20000,1
101561,2,1,2,36,260000,0
101562,1,1,1,39,20000,0
101563,2,1,2,28,300000,1
101564,2,2,2,35,460000,0
101565,2,1,2,24,20000,1
101566,2,2,2,27,360000,1
101567,1,1,1,40,290000,0
101568,1,1,1,30,90000,0
101569,1,3,1,53,360000,0
101570,1,1,1,45,120000,0
101571,1,2,2,30,220000,0
101572,1,1,2,34,220000,1
101573,2,1,2,27,10000,1
101574,2,2,2,31,320000,0
101575,1,1,1,33,320000,0
101576,1,2,2,39,90000,0
101577,1,1,1,50,180000,0
101578,1,1,1,36,100000,0
101579,1,1,2,22,50000,1
101580,2,2,1,41,240000,0
101581,1,2,2,41,10000,0
101582,2,2,2,37,100000,0
101583,2,3,1,57,70000,0
101584,2,2,2,37,30000,1
101585,2,3,2,53,130000,0
101586,2,2,1,25,140000,0
101587,1,2,2,32,20000,0
101588,2,1,1,38,150000,1
101589,2,2,2,26,50000,0
101590,1,2,1,29,90000,0
101591,2,3,1,37,170000,0
101592,2,1,2,43,200000,0
101593,1,1,1,42,200000,0
101594,1,2,1,40,20000,1
101595,1,2,2,26,170000,0
101596,1,1,2,25,130000,1
101597,2,1,2,27,100000,0
101598,1,2,2,31,180000,0
101599,2,3,2,26,230000,0
101600,1,3,2,50,20000,0
101601,2,1,1,38,150000,1
101602,2,3,2,40,80000,1
101603,1,2,1,29,230000,0
101604,2,2,2,24,230000,0
101605,2,2,2,49,50000,1
101606,1,2,2,35,50000,0
101607,2,1,2,25,10000,0
101608,1,2,2,42,50000,1
101609,1,3,2,28,180000,0
101610,1,1,2,65,360000,1
101611,2,1,1,43,310000,0
101612,1,3,2,52,20000,0
101613,2,1,2,43,180000,0
101614,2,1,2,24,60000,0
101615,2,2,1,34,140000,0
101616,1,2,1,32,220000,0
101617,1,1,1,52,20000,0
101618,2,1,2,23,50000,0
101619,2,2,2,33,50000,1
101620,2,2,2,35,320000,0
101621,1,2,2,34,20000,0
101622,1,2,1,40,50000,0
101623,1,1,1,49,340000,0
101624,2,2,1,32,360000,1
101625,2,2,1,33,300000,0
101626,2,2,2,26,40000,0
101627,1,1,1,51,150000,0
101628,2,2,2,40,20000,1
101629,2,3,1,35,30000,0
101630,2,3,1,38,390000,1
101631,2,2,2,22,20000,1
101632,1,2,1,42,200000,1
101633,2,3,1,35,80000,0
101634,2,2,1,36,50000,1
101635,2,2,1,38,230000,0
101636,2,2,2,31,190000,0
101637,1,3,1,36,260000,0
101638,1,2,2,41,140000,0
101639,1,2,2,31,70000,1
101640,2,2,1,24,30000,1
101641,2,1,1,39,500000,0
101642,2,2,2,30,320000,0
101643,2,1,1,34,500000,0
101644,2,1,1,27,240000,0
101645,2,1,2,25,50000,0
101646,2,3,1,53,200000,0
101647,2,1,2,29,120000,0
101648,2,1,1,36,330000,0
101649,2,2,2,28,50000,1
101650,1,2,2,32,130000,0
101651,1,2,2,26,110000,1
101652,2,3,2,40,30000,0
101653,2,1,2,25,120000,0
101654,2,1,2,28,120000,0
101655,1,2,1,47,30000,0
101656,2,2,2,42,140000,0
101657,1,3,1,37,140000,0
101658,2,2,2,30,80000,1
101659,2,3,1,51,50000,0
101660,1,1,1,35,100000,0
101661,2,2,1,28,260000,0
101662,2,2,1,30,80000,0
101663,1,1,2,55,140000,0
101664,1,2,1,26,180000,1
101665,1,4,2,23,80000,0
101666,1,3,1,50,30000,1
101667,2,2,1,26,120000,0
101668,2,2,2,29,120000,0
101669,1,2,1,29,20000,0
101670,1,2,2,40,50000,0
101671,1,2,1,50,250000,0
101672,2,1,2,27,180000,0
101673,1,3,1,49,20000,0
101674,1,2,1,55,150000,1
101675,1,1,2,34,260000,0
101676,1,1,1,43,230000,0
101677,2,1,2,24,70000,0
101678,2,1,1,33,160000,0
101679,2,2,1,42,50000,0
101680,2,3,1,39,210000,0
101681,1,2,1,36,110000,1
101682,2,2,1,39,80000,0
101683,2,2,1,54,90000,0
101684,2,1,1,41,90000,1
101685,1,2,2,31,270000,0
101686,1,3,2,23,20000,0
101687,1,1,2,23,20000,0
101688,2,2,1,36,150000,0
101689,2,3,1,37,80000,1
101690,2,2,1,47,130000,0
101691,2,1,2,28,320000,0
101692,2,1,2,24,50000,1
101693,2,1,2,35,140000,0
101694,1,1,2,30,180000,0
101695,1,1,1,71,250000,0
101696,1,1,2,23,20000,1
101697,1,3,2,28,50000,0
101698,2,1,1,38,120000,0
101699,2,2,1,49,160000,0
101700,2,2,2,22,60000,0
101701,1,2,2,31,130000,0
101702,1,2,1,41,320000,1
101703,2,2,1,43,50000,0
101704,1,2,2,33,50000,1
101705,2,2,1,44,70000,1
101706,1,2,2,27,230000,1
101707,1,3,2,43,20000,1
101708,2,3,2,39,20000,0
101709,2,1,2,28,90000,0
101710,2,1,2,27,220000,0
101711,1,1,2,42,350000,1
101712,2,1,2,29,120000,0
101713,2,1,2,30,210000,0
101714,2,2,1,31,100000,0
101715,2,1,2,26,340000,0
101716,1,1,1,57,140000,1
101717,1,2,2,42,50000,0
101718,1,2,1,66,160000,1
101719,1,2,2,27,250000,0
101720,1,1,2,23,50000,0
101721,2,2,1,36,300000,0
101722,1,1,1,43,260000,1
101723,2,1,2,22,60000,0
101724,1,3,1,41,140000,0
101725,2,3,3,49,70000,1
101726,1,3,1,41,20000,1
101727,1,4,1,28,170000,0
101728,2,3,0,55,150000,0
101729,1,2,2,26,50000,0
101730,2,1,2,29,230000,0
101731,1,2,2,30,100000,0
101732,1,1,2,24,150000,0
101733,1,2,2,51,70000,0
101734,2,2,2,25,50000,0
101735,2,1,2,29,110000,1
101736,2,1,2,25,290000,1
101737,2,2,2,42,310000,0
101738,2,2,1,38,80000,0
101739,1,1,1,54,220000,0
101740,2,2,1,62,230000,0
101741,1,1,1,52,360000,0
